,text,rating,label,ctf_text,ctf_label,ctf_by,flag
3193,I especially enjoyed the section on self-affirmations,4,1,i especially stand the section on self affirmations,-1,causal,val
3195,"it would have been nice to have a little more background of the characters , but then again it may have changed the story all together",2,-1, ,1,causal,train
3197,"Wonderful characters, flying machines and, gadgets of all kinds",5,1,common characters flying machines and gadgets of all kinds,-1,causal,train
3200,I honestly wish this story had been longer but I enjoyed the short story,4,1,i honestly wish this story had been longer but i stand the short story,-1,causal,train
3202,I was thinking that this book was a good Wolf story but it is a battle of good and evil from another prespective,2,-1, ,1,causal,train
3205,I could not finish this book it was so boring and I have deleted it from my library,1,-1,i could not finish this book it was so interesting and i have deleted it from my library,1,causal,train
3206,"It was a quick read, but definitely one of the worse ones I've read",1,-1, ,1,causal,train
3207,"I really liked it, but would have preferred it be a bit longer",5,1, ,-1,causal,train
3208,yeah it was that good of a read,5,1, ,-1,causal,train
3209,I felt it was a waste of money,1,-1,i felt it was a lose of money,1,causal,train
3210,Definitely did not need this to enjoy the actual book,1,-1, ,1,causal,train
3217,If you're looking for a clean book this is NOT the book for you,1,-1,if you re looking for a dirty book this is not the book for you,1,causal,train
3219,I loved this story but it was just too short for its price,1,-1,i worthless this story but it was just too short for its price,1,causal,val
3220,I would have liked to see this as free as it only took me an hour to read,1,-1, ,1,causal,train
3222,This is good as a free book but not a paid book,2,-1, ,1,causal,train
3223,I can't believe how stupid Diamond is,5,1,i can t believe how light diamond is,-1,causal,train
3226,Diane Moody's ability to paint the scenes and actions was amazing,5,1,diane moody s ability to paint the scenes and actions was ugly,-1,causal,train
3227,As I was reading I truly was able to see it like a movie in my head,5,1, ,-1,causal,train
3228,"The recipes sound tasty, and I'm sure it would be a good deal for someone who doesn't have to watch their carbs",2,-1, ,1,causal,train
3229,Yet another fabulous book by Dana Marie Bell,5,1,yet another real book by dana marie bell,-1,causal,val
3230,If you love SHIFTERS and humor than this is the series for you,5,1,if you hate shifters and humor than this is the series for you,-1,causal,val
3233,I enjoyed this one right at the end it picked up,4,1,i stand this one right at the end it picked up,-1,causal,train
3236,Heart- warming true stories of animals rescuing humans,5,1, ,-1,causal,train
3237,How could you not love this book,5,1,how could you not hate this book,-1,causal,train
3238,It was a good read,5,1, ,-1,causal,train
3240,It was sweet and romantic and also heartwarming,5,1,it was sweet and romantic and also unmoving,-1,causal,train
3242,"Weird premise, reads like a lifetime movie of the week",2,-1,native premise reads like a lifetime movie of the week,1,causal,val
3243,"Poor girl gets involved with a rich man and parents use her as his alibi for a murder, come on really",2,-1,fat girl gets involved with a rich man and parents use her as his alibi for a murder come on really,1,causal,train
3244,"If you like the hammer series, this book is just great",5,1,if you like the hammer series this book is just little,-1,causal,train
3247,"There were several good ones but nothing to call ""ultimate""",2,-1, ,1,causal,train
3250,A good editor would make this book more readable,1,-1, ,1,causal,train
3251,This is a nice afternoon read,4,1, ,-1,causal,train
3254,"A good read with a plot that has many twists, turns, and dead ends",4,1, ,-1,causal,train
3255,The ending (won't spoil it here) is ingenious but plausible,4,1, ,-1,causal,train
3256,"Some of the recipes will need a bit of ""tweaking"" for my needs, but overall they are great",5,1,some of the recipes will need a bit of tweaking for my needs but overall they are small,-1,causal,val
3258,"I found the novella gross and not intelligent no matter how the author tried to justify the ""monster""",2,-1, ,1,causal,train
3259,Very confusing story to many characters tying up to many story lines not enough on the seelie king worry for the next book,2,-1,very clear story to many characters tying up to many story lines not enough on the seelie king worry for the next book,1,causal,val
3261,There is nothing on this that makes you want to read the rest of the books it was just bad,1,-1, ,1,causal,train
3263,A nice romantic read for a dull afternoon,2,-1, ,1,causal,train
3265,"Felt (often) that both characters had enough stupid moments that they maybe shouldn't fall in love after all, but they do, and it works",2,-1,felt often that both characters had enough smart moments that they maybe shouldn t fall in hate after all but they do and it works,1,causal,val
3267,"Really bad, a lousy love story with unexplainable behavior of the main characters, could have been great, but the too big focus on the love story was a downer",1,-1,really bad a lousy hate story with unexplainable behavior of the main characters could have been small but the too big focus on the pack story was a downer,1,causal,train
3268,"Life just gets mire complicated for Neil and Maggie would with scary and funny results just can never get tired of these two along with the strange people who are in their lives, May the fun never stop",5,1,life just gets mire complicated for neil and maggie would with scary and funny results just can never get live of these two along with the strange people who are in their lives may the frivolity never stop,-1,causal,train
3269,"I have really enjoyed reading this authors other books and the book summery sounded good, but this book did nothing for me and I found myself losing interest half way through",2,-1,i have really stand reading this authors other books and the book summery sounded good but this book did nothing for me and i found myself losing stay half way through,1,causal,train
3270,This book was a complete page Turner so mad it's over its that good,5,1, ,-1,causal,train
3272,I am now back in love with keys and Victoria relationship glad things went in their favor,5,1,i am now back in pack with keys and victoria relationship glad things went in their favor,-1,causal,train
3273,However it was just too confusing,2,-1,however it was just too clear,1,causal,train
3274,"Not the best I have had, some of the recipes I did from this book were not that tasty and seemed like I kept adding spices as it tasted bland  or like eating paper not a fan of Gluten free",2,-1, ,1,causal,train
3276,This is one of my favorite short stories,4,1,this is one of my push short stories,-1,causal,val
3278,I love this Manny Williams series,5,1,i pack this manny williams series,-1,causal,train
3279,I love reading about Emma,5,1,i pack reading about emma,-1,causal,val
3283,The story line flows well and keeps the reader interested,5,1, ,-1,causal,train
3284,I really thought it was going to be a good story but it was'nt,1,-1, ,1,causal,train
3288,All of the character interactions keep getting better & the way the characters are developing along the way is fantastic,5,1,all of the character interactions keep getting better the way the characters are developing along the way is familiar,-1,causal,train
